comments,id,issues,latitude,longitude,parking_duration,parking_time,issue_not_provided,issue_full,issue_damaged,issue_abandoned,issue_other,parking_time_parsed,Status,Notes,Survey_Date,View,Asset,Check_311_Date,Check_311_Notes,City_Problem_Type
,1109,['full'],43.6527902,-79.3836637,hours,"Tue, 05 Jun 2018 13:16:37 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-05,,,,🌎👀,,,,
,1110,['not_provided'],43.64395091,-79.38892944,minutes,"Fri, 08 Jun 2018 01:44:18 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-08,,,,🌎👀,,,,
,1111,['not_provided'],43.6397833,-79.3799006,hours,"Wed, 13 Jun 2018 00:25:41 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-13,,,,🌎👀,,,,
,1112,['not_provided'],43.652319,-79.3894919,minutes,"Thu, 14 Jun 2018 15:18:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-14,,,,🌎👀,,,,
,1113,['not_provided'],43.65201387,-79.37038984,multiday,"Fri, 15 Jun 2018 17:08:48 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-15,,,,🌎👀,,,,
,1114,['full'],43.6390673,-79.3812176,minutes,"Fri, 17 Aug 2018 22:33:19 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-17,,,,🌎👀,,,,
,1115,['not_provided'],43.66887813,-79.39403576,hours,"Tue, 05 Jun 2018 14:11:04 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-05,,,,🌎👀,,,,
,1116,['not_provided'],43.63821537,-79.38028362,hours,"Wed, 06 Jun 2018 01:53:55 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-06,,,,🌎👀,,,,
,1117,['damaged'],43.665696,-79.4083679,minutes,"Fri, 08 Jun 2018 12:51:53 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-08,,,,🌎👀,,,,
,1118,['not_provided'],43.6423639,-79.3837102,hours,"Thu, 14 Jun 2018 15:23:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-14,,,,🌎👀,,,,
no pleasee,1120,"['not_provided', 'full', 'damaged']",43.6564062,-79.3833975,hours,"Wed, 27 Jun 2018 19:38:33 GMT",TRUE,TRUE,TRUE,FALSE,FALSE,2018-06-27,Needs Checking,"Known hacknight location, though timing is not Tue night",,🌎👀,,,,
,1121,['damaged'],43.6659062,-79.4074292,hours,"Tue, 05 Jun 2018 14:49:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-05,,,,🌎👀,,,,
,1122,['not_provided'],43.63825616,-79.38026607,hours,"Wed, 06 Jun 2018 01:57:40 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-06,,,,🌎👀,,,,
,1123,['full'],43.64360355,-79.40400233,hours,"Fri, 08 Jun 2018 16:09:06 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-08,,,,🌎👀,,,,
,1124,['not_provided'],43.6398114,-79.3810959,hours,"Wed, 13 Jun 2018 00:35:38 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-13,Needs Checking,Known hacknight location,,🌎👀,,,,
,1125,['not_provided'],43.6658936,-79.4077595,hours,"Thu, 31 May 2018 03:51:53 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-05-31,,,,🌎👀,,,,
,1126,['not_provided'],43.6711159,-79.4141105,hours,"Thu, 31 May 2018 03:52:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-05-31,,,,🌎👀,,,,
,1127,"['not_provided', 'damaged']",43.6659258,-79.4077702,hours,"Thu, 31 May 2018 03:52:42 GMT",TRUE,FALSE,TRUE,FALSE,FALSE,2018-05-31,,,,🌎👀,,,,
,1128,['not_provided'],43.6659417,-79.4074295,hours,"Thu, 31 May 2018 03:55:12 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-05-31,,,,🌎👀,,,,
,1129,"['full', 'damaged']",43.64847017,-79.39251615,hours,"Wed, 30 May 2018 15:50:00 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-05-30,,,,🌎👀,,,,
,1130,"['not_provided', 'full', 'damaged', 'damaged', 'other']",43.67086277,-79.38270983,hours,"Thu, 31 May 2018 22:54:33 GMT",TRUE,TRUE,TRUE,FALSE,TRUE,2018-05-31,Unresolved,"No parking found until further down church street, lack of parking in front of Tim Hortons on Bloor side; Issue selected more than once",2023-12-16,🌎👀,,,,
,1132,"['damaged', 'damaged']",43.6565725,-79.3817988,hours,"Mon, 03 Feb 2020 00:00:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2020-02-03,,Issue selected more than once,,🌎👀,,,,
,1133,['not_provided'],43.68295173,-79.37282049,multiday,"Thu, 31 May 2018 23:08:19 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-05-31,,,,🌎👀,,,,
,1137,['full'],43.6534719,-79.3837931,hours,"Fri, 01 Jun 2018 00:05:14 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-01,,,,🌎👀,,,,
,1138,"['not_provided', 'other']",43.65468414,-79.42260773,hours,"Fri, 01 Jun 2018 01:58:20 GMT",TRUE,FALSE,FALSE,FALSE,TRUE,2018-06-01,Resolved,Appears that the BIA has installed five stands,,🌎👀,,,,
,1141,['full'],43.6710143,-79.3871866,hours,"Thu, 21 Jun 2018 15:34:14 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-21,,,,🌎👀,,,,
,1142,['damaged'],43.6553141,-79.3987965,minutes,"Sat, 23 Jun 2018 23:21:34 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-23,,,,🌎👀,,,,
Bike abandoned outside 219 Dufferin,1143,['damaged'],43.63654313,-79.42609846,minutes,"Thu, 12 Jul 2018 13:40:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-12,,,,🌎👀,,,,
,1144,['damaged'],43.64384106,-79.44806317,hours,"Tue, 03 Jul 2018 14:03:59 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-03,,,,🌎👀,,,,
,1145,['not_provided'],43.68555529,-79.42192287,multiday,"Sat, 02 Jun 2018 02:42:40 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-02,,,,🌎👀,,,,
,1146,['not_provided'],43.66888576,-79.40496339,hours,"Sat, 02 Jun 2018 15:47:51 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-02,,,,🌎👀,,,,
,1147,['other'],43.6487603,-79.3970338,overnight,"Sat, 02 Jun 2018 18:14:39 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-02,,,,🌎👀,,,,
,1148,['not_provided'],43.6152856,-79.5591147,hours,"Sat, 02 Jun 2018 18:28:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-02,,,,🌎👀,,,,
,1150,['not_provided'],43.6157884,-79.5548999,minutes,"Sun, 03 Jun 2018 18:42:48 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-03,,,,🌎👀,,,,
,1151,['not_provided'],43.6157884,-79.5548999,minutes,"Sun, 03 Jun 2018 18:42:48 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-03,Invalid,Duplicate of 1150,,🌎👀,,,,
,1152,['not_provided'],43.6767521,-79.49448438,minutes,"Tue, 05 Jun 2018 17:56:41 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-05,,,,🌎👀,,,,
,1153,['other'],43.6382711,-79.3802819,multiday,"Wed, 06 Jun 2018 01:57:17 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-06-06,,,,🌎👀,,,,
,1154,['damaged'],43.6540795,-79.3882508,hours,"Thu, 07 Jun 2018 19:09:15 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-07,,,,🌎👀,,,,
,1155,['full'],43.64360355,-79.40400233,hours,"Fri, 08 Jun 2018 16:09:06 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-08,Invalid,Duplicate of #1123,,🌎👀,,,,
,1156,['damaged'],43.6800336,-79.4330512,minutes,"Fri, 15 Jun 2018 22:00:14 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-15,,,,🌎👀,,,,
More bike parking needed at 1 Dundas. There are at least 3 abandoned bikes. ,1157,"['full', 'damaged']",43.6580617,-79.3864974,hours,"Wed, 25 Jul 2018 15:23:48 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-07-25,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
"The bike ring that you can see just behind the DHL truck was removed last year by a contractor that did a sidewalk cut. Despite completion of the work many months ago, the bike ring has completely disappeared.",1158,['damaged'],43.65550406,-79.45650842,overnight,"Wed, 25 Jul 2018 17:06:25 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,1159,['damaged'],43.64238338,-79.38433207,hours,"Wed, 25 Jul 2018 19:40:09 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
I have reported these bikes to 311 three times now over the last 2 months - they are taking up the spot of 4 bikes in an already under resourced area. Please remove ASAP. ,1160,['damaged'],43.65613281,-79.38154872,hours,"Wed, 25 Jul 2018 21:05:17 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Bike rink not bolted on at top of ringAbandoned bike left on ring. ,1161,"['damaged', 'damaged']",43.65615635,-79.40993379,hours,"Tue, 31 Jul 2018 14:52:05 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-31,,Issue selected more than once,,🌎👀,,,,
,1162,['damaged'],43.65961699,-79.38222263,minutes,"Thu, 26 Jul 2018 19:19:49 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,1163,['damaged'],43.66230255,-79.36582689,minutes,"Thu, 26 Jul 2018 12:43:21 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,1164,['not_provided'],43.6752458,-79.4332779,hours,"Sat, 30 Jun 2018 01:52:23 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-30,,,,🌎👀,,,,
"This bike has been parked there since last year, needs to be removed, pieces start disappearing.",1165,['damaged'],43.67879252,-79.34447551,hours,"Thu, 26 Jul 2018 18:54:55 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,Resolved,Unable to locate,2024-03-23,🌎👀,,,,
,1166,['full'],43.65349965,-79.40186666,hours,"Thu, 26 Jul 2018 22:05:09 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,1167,['damaged'],43.67102227,-79.41351773,multiday,"Tue, 31 Jul 2018 21:09:40 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-31,Invalid,Duplicate of #447,,🌎👀,,,,
,1168,['full'],43.6704804,-79.3852706,minutes,"Fri, 27 Jul 2018 17:37:08 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
"This bike lock has been broken for ages. You can completely remove the whole lock from out of the ground. Please fix, thanks!",1169,['damaged'],43.6578366,-79.39226415,hours,"Fri, 27 Jul 2018 14:49:28 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
Love this app! ,1170,['damaged'],43.65666654,-79.45257957,minutes,"Fri, 27 Jul 2018 16:51:20 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
This parking rack is inadequate and does not allow you to lock your frame properly to a solid foundation. Instead it’s a great place for bike thieves. ,1171,"['damaged', 'other']",43.66832221,-79.34233751,minutes,"Fri, 27 Jul 2018 19:22:02 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-07-27,,,,🌎👀,,,,
This parking rack is inadequate and does not allow you to lock your frame properly to a solid foundation. Instead it’s a great place for bike thieves. ,1172,"['damaged', 'other']",43.66832221,-79.34233751,minutes,"Fri, 27 Jul 2018 19:22:02 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-07-27,Invalid,Duplicate of #1171,,🌎👀,,,,
,1173,['damaged'],43.66445874,-79.41453159,minutes,"Sat, 28 Jul 2018 05:04:30 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
Why isn’t there a place to lock my bike next to the table I’m eating at?   They allow spandex in the restaurant!  Why aren’t you doing anything to change this??  Shame on you!!!  ,1174,['not_provided'],43.66853448,-79.38892606,minutes,"Sat, 28 Jul 2018 17:13:44 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
No bike parking anywhere at Union Station! Bikes have to use street signs.,1175,['not_provided'],43.6456303,-79.3809054,hours,"Sun, 29 Jul 2018 19:46:20 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
Bike looks abandoned having fallen with completely rusted chain hanging off of groupset. ,1176,['damaged'],43.64551675,-79.36578013,hours,"Thu, 16 Aug 2018 21:05:37 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-16,,,,🌎👀,,,,
The bike parking at monarch park is always full and the racks that are provided aren’t good for locking your frame. ,1177,['full'],43.67805333,-79.32521429,hours,"Mon, 30 Jul 2018 13:15:38 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
Abandoned bike here for several months at least.,1178,['damaged'],43.6503154,-79.37857724,hours,"Mon, 30 Jul 2018 12:44:49 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
The bike parking at monarch park is always full and the racks that are provided aren’t good for locking your frame. ,1179,['full'],43.67805333,-79.32521429,hours,"Mon, 30 Jul 2018 13:15:38 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-30,Invalid,Duplicate of #1177,,🌎👀,,,,
"Very little bike parking in area of Mel Lastman Sq, North York. This is what a weekday afternoon looks like outside the Central Library. Riders locking their bikes to nearby fences.",1180,['full'],43.76813912,-79.41432794,hours,"Fri, 27 Jul 2018 17:43:46 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
Abandoned bikes,1181,['damaged'],43.63653609,-79.39870401,minutes,"Mon, 30 Jul 2018 22:07:28 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
,1182,['damaged'],43.6525041,-79.39060831,minutes,"Tue, 31 Jul 2018 00:04:12 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-31,,,,🌎👀,,,,
,1183,['damaged'],43.6491705,-79.38552878,hours,"Wed, 01 Aug 2018 23:19:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-01,,,,🌎👀,,,,
,1184,['full'],43.6472888,-79.3959437,hours,"Thu, 02 Aug 2018 14:59:02 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-02,,,,🌎👀,,,,
,1185,['full'],43.7093211,-79.3889094,overnight,"Thu, 02 Aug 2018 15:35:20 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-02,,,,🌎👀,,,,
There are on average 6-7 bikes on this fence and times at which there is no space on the fence for additional bike parking,1186,['not_provided'],43.6611536,-79.4305013,hours,"Thu, 02 Aug 2018 16:32:39 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-02,,,,🌎👀,,,,
728 Queen East - abandoned bike ,1187,['damaged'],43.66630695,-79.34817025,hours,"Thu, 02 Aug 2018 23:51:44 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-02,,,,🌎👀,,,,
Not enough parking. People using parking pole and locking their rear wheel. ,1188,['full'],43.66331303,-79.33070745,hours,"Sat, 04 Aug 2018 04:47:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-04,,,,🌎👀,,,,
"South East side of the st Lawrence marker building, all functioning racks are full for the farmer's market.",1189,['damaged'],43.6485411,-79.3709589,minutes,"Sat, 04 Aug 2018 17:16:43 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-04,,,,🌎👀,,,,
"Bike abandoned. Been locked to tree, doing damage for months.",1190,"['other', 'damaged']",43.6511724,-79.4112117,minutes,"Fri, 06 Jul 2018 00:23:41 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-07-06,,,,🌎👀,,,,
"Bike abandoned. Been locked to tree, doing damage for months.",1191,"['other', 'damaged']",43.6511724,-79.4112117,minutes,"Fri, 06 Jul 2018 00:23:41 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-07-06,Invalid,Duplicate of #1190,,🌎👀,,,,
,1192,['not_provided'],43.6815827,-79.4231591,overnight,"Tue, 07 Aug 2018 02:05:42 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-07,,,,🌎👀,,,,
,1193,['not_provided'],43.6808003,-79.4351672,hours,"Thu, 09 Aug 2018 22:09:10 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-09,,,,🌎👀,,,,
,1194,['damaged'],43.651298,-79.3738301,hours,"Fri, 10 Aug 2018 14:26:27 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-10,,,,🌎👀,,,,
,1195,['full'],43.67219467,-79.39546134,hours,"Wed, 15 Aug 2018 23:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-15,Unresolved,"Only about four rings by this mall entrance, are popular",2023-12-16,🌎👀,,,,
,1196,['damaged'],43.65948483,-79.38235969,minutes,"Sun, 19 Aug 2018 16:57:20 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-19,,,,🌎👀,,,,
In front of Xola. ,1197,['damaged'],43.67258656,-79.28802278,minutes,"Sun, 19 Aug 2018 22:31:05 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-19,,,,🌎👀,,,,
,1198,['not_provided'],43.65041445,-79.37716076,minutes,"Tue, 21 Aug 2018 17:00:54 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-21,,,,🌎👀,,,,
Intersection is Royal st and ossington and the map was right but the intersection summary was wrong,1199,['damaged'],43.67765348,-79.44178456,minutes,"Sun, 19 Aug 2018 11:35:29 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-19,,,,🌎👀,,,,
"Most northern ring and post, wheels stripped from this Norco. ",1200,['damaged'],43.66625818,-79.40520455,minutes,"Mon, 20 Aug 2018 03:40:37 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-20,,,,🌎👀,,,,
The entire shopping plaza at North Queensway St. no bicycle parking especially Walmart has NADA no,1201,['not_provided'],43.617564,-79.5551779,minutes,"Mon, 30 Jul 2018 18:11:51 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
Difficult to lock to bent post. ,1202,['damaged'],43.64440506,-79.36948128,minutes,"Thu, 16 Aug 2018 21:04:14 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-16,,,,🌎👀,,,,
It looks like there are two or three abandoned bicycles locked up to the city bicycle rack. Location is behind the east entrance to Lansdowne Station in the parking lot.,1203,['damaged'],43.65919494,-79.44268968,minutes,"Sat, 07 Jul 2018 14:00:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-07,,,,🌎👀,,,,
There is a rack nearbye but is full and unilevel so sometimes hard to fit in with handlebars.The intersection is 123 front st. West,1204,['full'],43.6452603,-79.3833371,hours,"Wed, 15 Aug 2018 12:54:34 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-15,,,,🌎👀,,,,
Love this app! ,1205,['damaged'],43.64578019,-79.52255621,hours,"Fri, 27 Jul 2018 16:22:14 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
,1206,['damaged'],43.667261,-79.41212314,minutes,"Thu, 09 Aug 2018 17:08:46 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-09,,,,🌎👀,,,,
,1207,['not_provided'],43.65872001,-79.41387827,hours,"Sun, 08 Jul 2018 14:37:21 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-08,,,,🌎👀,,,,
,1208,['damaged'],43.6584186,-79.4816268,overnight,"Tue, 26 Jun 2018 23:08:37 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-06-26,Caution,Residential alley with no apparent bicycle parking structure,,🌎👀,,,,
,1209,['not_provided'],43.6895583,-79.32183473,hours,"Sat, 21 Jul 2018 01:19:06 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-21,,,,🌎👀,,,,
,1210,['damaged'],43.65612,-79.4522835,hours,"Wed, 01 Aug 2018 13:01:56 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-01,,,,🌎👀,,,,
"South East side of the st Lawrence marker building, all functioning racks are full for the farmer's market.",1211,['damaged'],43.6485411,-79.3709589,minutes,"Sat, 04 Aug 2018 17:16:43 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-04,Invalid,Duplicate of #1189,,🌎👀,,,,
,1212,['other'],43.6757259,-79.4506278,hours,"Tue, 10 Jul 2018 12:58:42 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-10,,,,🌎👀,,,,
Many racks but all were full!,1213,['full'],43.65598144,-79.38184109,minutes,"Wed, 01 Aug 2018 21:29:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-01,,,,🌎👀,,,,
,1214,['damaged'],43.6531352,-79.3940505,minutes,"Sat, 11 Aug 2018 20:06:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-11,,,,🌎👀,,,,
,1215,['full'],43.64782019,-79.3530398,hours,"Sun, 29 Jul 2018 19:11:19 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
Test,1216,['full'],43.64716028,-79.36180992,hours,"Tue, 24 Jul 2018 23:52:16 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-24,Invalid,Appears to be a test entry,,🌎👀,,,,
There are several abandoned bikes at this location. None have been touched for months and all have rusty gears and chains. ,1217,['damaged'],43.6587188,-79.42287486,hours,"Thu, 05 Jul 2018 17:45:12 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-05,,,,🌎👀,,,,
Location service not working on app. I'm at Grindr cafe and there should be a ring and post. Corner of Gerrard st e and Marjory,1219,['not_provided'],43.66873938,-79.3374039,hours,"Sun, 15 Jul 2018 17:23:12 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-15,Unresolved,"No ring and post on this corner. Sidewalk width is 3 m, could be requested. This corner is the south east southwest corner probably also about 3 m maybe slightly less.",2024-03-23,🌎👀,,,,
This bike has been abandoned for months,1220,['damaged'],43.65516472,-79.42010996,hours,"Fri, 13 Jul 2018 13:07:04 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-13,Unresolved,"There are still some bikes here that appear to be abandoned, at the north end of the post and rings by the library.",5/22/2024,🌎👀,,,,
i tried to submit another entry but it reloadef same photo,1221,['damaged'],43.6517064,-79.3636786,multiday,"Tue, 24 Jul 2018 23:57:31 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-24,Needs Checking,"May still be valid, but comment is about app feedback",,🌎👀,,,,
,1222,['full'],43.66462969,-79.34155487,hours,"Mon, 09 Jul 2018 23:40:12 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-09,,,,🌎👀,,,,
,1223,['not_provided'],43.6804758,-79.4351799,hours,"Wed, 27 Jun 2018 13:52:06 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-06-27,,,,🌎👀,,,,
,1224,['full'],43.66463574,-79.34158814,overnight,"Mon, 09 Jul 2018 23:59:17 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-09,Invalid,Duplicate of #324,,🌎👀,,,,
Both of these bikes have been abandoned for months. ,1225,['damaged'],43.6548656,-79.4207653,hours,"Thu, 12 Jul 2018 17:17:22 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-12,Resolved,No abandoned bikes found in this location,5/22/2024,🌎👀,,,,
,1226,['damaged'],43.6644725,-79.39085159,hours,"Fri, 13 Jul 2018 14:40:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-13,Invalid,Duplicate of #1038,,🌎👀,,,,
observed.  was not parking myself,1227,['damaged'],43.6796422,-79.4354774,minutes,"Thu, 26 Jul 2018 13:10:08 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
Why isn’t there a place to lock my bike next to the table I’m eating at?   They allow spandex in the restaurant!  Why aren’t you doing anything to change this??  Shame on you!!!  ,1228,['not_provided'],43.66853448,-79.38892606,minutes,"Sat, 28 Jul 2018 17:13:44 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-28,Invalid,Duplicate of #1174,,🌎👀,,,,
weird reload same submission i think ,1229,['full'],43.6517064,-79.3636786,hours,"Tue, 24 Jul 2018 23:56:31 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-24,,,,🌎👀,,,,
,1230,['full'],43.6701729,-79.3877457,minutes,"Tue, 31 Jul 2018 21:12:13 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-31,,,,🌎👀,,,,
,1231,['full'],43.6580617,-79.3864974,hours,"Wed, 01 Aug 2018 15:57:28 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-01,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
Bike ring valdalized outside 181 University Ave.,1232,['damaged'],43.6490078,-79.3851609,hours,"Wed, 01 Aug 2018 18:06:18 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-01,,,,🌎👀,,,,
,1233,['full'],43.6645659,-79.3249569,minutes,"Thu, 09 Aug 2018 16:39:44 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-09,,,,🌎👀,,,,
481 Dundas Street West there are 2 bicycles abandoned and chained to racks. the second one is 3 racks east of the first one.,1234,['damaged'],43.65245209,-79.3965682,minutes,"Sat, 11 Aug 2018 16:40:03 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-11,,,,🌎👀,,,,
Need more parking at Bloor Yonge station.,1235,['full'],43.6665472,-79.349771,hours,"Tue, 14 Aug 2018 12:36:14 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-14,Needs Checking,Appears to be pinned in the wrong location,,🌎👀,,,,
,1236,"['damaged', 'damaged', 'full', 'not_provided', 'other']",43.77658861,-79.42816045,hours,"Fri, 17 Jul 2020 22:53:08 GMT",TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-17,,Issue selected more than once,,🌎👀,,,,
"I regularly have appointments at Physiofirst at Bloor and Islington, and have to lick my bike to this tree. Not at all ideal, for the bike or the tree!",1237,['not_provided'],43.64436794,-79.52408399,hours,"Mon, 22 Jul 2019 17:36:38 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-07-22,,,,🌎👀,,,,
,1238,['not_provided'],43.7072289,-79.3906786,minutes,"Mon, 05 Aug 2019 14:59:57 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-08-05,,,,🌎👀,,,,
,1239,['damaged'],43.6417344,-79.4218374,minutes,"Tue, 20 Aug 2019 21:07:42 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-08-20,,,,🌎👀,,,,
