,url,title,comments_from_registry,comments_by_email,comments_by_mail,page_file
019-6493,/notice/019-6493,"10120886 Manitoba Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-116.json
019-6494,/notice/019-6494,"824756 Ontario Inc.
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",1,0,0,notice-101.json
019-6495,/notice/019-6495,"Dalore Holdings Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-86.json
019-6496,/notice/019-6496,"Les Placages Du Nord (Sudbury) Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-58.json
019-6499,/notice/019-6499,"2654699 ONTARIO CORPORATION
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-121.json
019-6500,/notice/019-6500,"TAMLANN INVESTMENTS LTD
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-123.json
019-6501,/notice/019-6501,"CENOVUS ENERGY INC.
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-123.json
019-6502,/notice/019-6502,"SUNCOR ENERGY PRODUCTS PARTNERSHIP
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-121.json
019-6503,/notice/019-6503,"Township of Manitouwadge
      
         - Approval of a municipality’s official plan",1,0,0,notice-42.json
019-6504,/notice/019-6504,"MAC'S CONVENIENCE STORES INC
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-123.json
019-6505,/notice/019-6505,"SUNCOR ENERGY PRODUCTS PARTNERSHIP
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-123.json
019-6507,/notice/019-6507,"PARKLAND CORPORATION
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-121.json
019-6508,/notice/019-6508,"CENOVUS ENERGY INC.
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-121.json
019-6509,/notice/019-6509,"Noble Mineral Exploration Incorporated
      
         - Mineral exploration permit",0,0,0,notice-120.json
019-6510,/notice/019-6510,"C. Villeneuve Construction Co. Ltd.
      
         - Permit to take water",0,0,0,notice-4.json
019-6512,/notice/019-6512,"Winlake Developments Limited
      
         - Permit to take water",0,0,0,notice-99.json
019-6513,/notice/019-6513,"Wander the Resort Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-83.json
019-6514,/notice/019-6514,"E & J Septic Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-111.json
019-6515,/notice/019-6515,"Alexandria Minerals Corporation
      
         - Mineral exploration permit",0,0,0,notice-121.json
019-6517,/notice/019-6517,"Alexandria Minerals Corporation
      
         - Mineral exploration permit",0,0,0,notice-121.json
019-6518,/notice/019-6518,"Lafarge Canada Inc.
      
         - Permit to take water",0,0,0,notice-119.json
019-6519,/notice/019-6519,"Alexandria Minerals Corporation
      
         - Mineral exploration permit",0,0,0,notice-121.json
019-6520,/notice/019-6520,"Alexandria Minerals Corporation
      
         - Mineral exploration permit",0,0,0,notice-121.json
019-6521,/notice/019-6521,"Collection, management and improved utilization of smart metering data for behind-the-meter distributed energy resources",7,0,0,notice-99.json
019-6522,/notice/019-6522,"Tigercat Industries Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-104.json
019-6523,/notice/019-6523,"Voltage Metals Incorporated
      
         - Mineral exploration permit",0,0,0,notice-120.json
019-6524,/notice/019-6524,"Solstice God Corporation
      
         - Mineral exploration permit",0,0,0,notice-87.json
019-6525,/notice/019-6525,"Colossus Resources Corporation
      
         - Mineral exploration permit",0,0,0,notice-87.json
019-6526,/notice/019-6526,"2356349 Ontario Inc.
      
         - Permit to take water",0,0,0,notice-120.json
019-6527,/notice/019-6527,"Wellings of Brockville Inc.
      
         - Permit to take water",0,0,0,notice-119.json
019-6528,/notice/019-6528,"Ottawa Community Housing Corporation
      
         - Permit to take water",1,1,0,notice-119.json
019-6530,/notice/019-6530,"Glenview Homes (Innes) Ltd.
      
         - Permit to take water",0,1,0,notice-100.json
019-6531,/notice/019-6531,"Vale Canada Limited
      
         - Permit to take water",0,0,0,notice-108.json
019-6533,/notice/019-6533,"Township of East Garafraxa
      
         - Changes to the conditions of a licence to operate a pit or quarry",0,0,0,notice-105.json
019-6534,/notice/019-6534,"Cornwall Gravel Company Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-97.json
019-6535,/notice/019-6535,"Pridham's Village Ltd., as general partner for and on behalf of Westcan Pridham's Limited Partnership
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-113.json
019-6536,/notice/019-6536,"A. L. Blair Construction Limited
      
         - Permit to take water",0,0,0,notice-84.json
019-6537,/notice/019-6537,"Lafarge Canada Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-62.json
019-6538,/notice/019-6538,"Yolande Marie Cantarutti
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-91.json
019-6541,/notice/019-6541,"Ski Co Development Inc.
      
         - Permit to take water",0,0,0,notice-6.json
019-6543,/notice/019-6543,"Echo Ridge Resources
      
         - Mineral exploration permit",0,0,0,notice-108.json
019-6544,/notice/019-6544,"Trojan Gold Inc.
      
         - Mineral exploration permit",0,0,0,notice-108.json
019-6545,/notice/019-6545,"Percy Clark
      
         - Mineral exploration permit",0,0,0,notice-118.json
019-6546,/notice/019-6546,"Canada Silver Cobalt Works Incorporated
      
         - Mineral exploration permit",0,1,0,notice-120.json
019-6547,/notice/019-6547,"Maple Grove Resort Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-67.json
019-6549,/notice/019-6549,"Bois Stephane Boudrias Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-113.json
019-6550,/notice/019-6550,"CORNWALL GRAVEL COMPANY LIMITED
      
         - Permit to take water",0,0,0,notice-65.json
019-6551,/notice/019-6551,"South Nepean Development Corporation
      
         - Permit to take water",0,0,0,notice-109.json
019-6554,/notice/019-6554,"CIRCLE K CENTRAL CANADA DIVISION
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-120.json
019-6555,/notice/019-6555,"MCDOUGALL ENERGY INC.
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-120.json
019-6556,/notice/019-6556,"Erin Developments Inc.
      
         - Permit for activities to achieve an overall benefit to a species and/or to pay a species conservation charge (ESA s.17(2) (c))",1,0,0,notice-64.json
019-6557,/notice/019-6557,"ABC Technologies Inc., operating as Saflex Polymers
      
         - Environmental Compliance Approval (air)",0,0,0,notice-68.json
019-6558,/notice/019-6558,"Wellington Laboratories Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-106.json
019-6559,/notice/019-6559,"Goldcorp Canada Ltd.
      
         - Permit to take water",0,0,0,notice-77.json
019-6560,/notice/019-6560,"Dozlan Group Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-116.json
019-6561,/notice/019-6561,"2722260 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-97.json
019-6562,/notice/019-6562,"County of Bruce
      
         - Approval to amend a municipality’s official plan",0,0,0,notice-23.json
019-6564,/notice/019-6564,"Copper Road Resources Incorporated
      
         - Mineral exploration permit",0,0,0,notice-117.json
019-6565,/notice/019-6565,"MAGNA INTERNATIONAL INC.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-114.json
019-6566,/notice/019-6566,"Copper Road Resources Incorporated
      
         - Mineral exploration permit",0,0,0,notice-117.json
019-6567,/notice/019-6567,"Copper Road Resources Incorporated
      
         - Mineral exploration permit",0,0,0,notice-117.json
019-6568,/notice/019-6568,"Copper Road Resources Incorporated
      
         - Mineral exploration permit",0,0,0,notice-117.json
019-6569,/notice/019-6569,"Copper Road Resources Incorporated
      
         - Mineral exploration permit",0,0,0,notice-117.json
019-6570,/notice/019-6570,"Copper Road Resources Incorporated
      
         - Mineral exploration permit",0,0,0,notice-117.json
019-6571,/notice/019-6571,"Copper Road Resources Incorporated
      
         - Mineral exploration permit",0,0,0,notice-117.json
019-6573,/notice/019-6573,"Costco Wholesale Canada Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-98.json
019-6574,/notice/019-6574,"Good's Realty Inc.
      
         - Environmental Compliance Approval (sewage)",0,1,0,notice-75.json
019-6575,/notice/019-6575,"Nova Steel Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-105.json
019-6576,/notice/019-6576,"Ketler Farms Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-94.json
019-6578,/notice/019-6578,"Klass and Linda Friesen
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-119.json
019-6579,/notice/019-6579,"Stubbe's Redi-Mix Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-66.json
019-6580,/notice/019-6580,"Brantco Asphalt and Materials Ltd.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-70.json
019-6581,/notice/019-6581,"Protec Finishing Ltd.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-63.json
019-6582,/notice/019-6582,"Covanta Environmental Solutions Ontario, Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-95.json
019-6584,/notice/019-6584,"VUTEQ CANADA INC
      
         - Environmental Compliance Approval (air)",0,0,0,notice-32.json
019-6585,/notice/019-6585,"Orillia (144 Elgin St.) Ventures Inc.
      
         - Certificate of property use",0,0,0,notice-112.json
019-6586,/notice/019-6586,"Yonge City Square Inc.
      
         - Permit to take water",0,0,0,notice-107.json
019-6588,/notice/019-6588,"Parkland Terminals of Canada Inc. 
      
         - Permit to take water",0,0,0,notice-106.json
019-6590,/notice/019-6590,Proposal to amend Ontario Regulation 161/17 to the Public Lands Act to change the requirements related to floating accommodations,648,46,1,notice-99.json
019-6591,/notice/019-6591,"The Barrie Country Club, Limited
      
         - Permit to take water",0,0,0,notice-89.json
019-6592,/notice/019-6592,"Blythe Dale Holsteins Ltd.
      
         - Changes to the site plan for a pit or quarry",1,2,0,notice-109.json
019-6593,/notice/019-6593,"FS Newco Ltd.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-79.json
019-6594,/notice/019-6594,"Sukhwinder Singh Bhatti
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-115.json
019-6595,/notice/019-6595,"Boem Berry Farms Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-89.json
019-6596,/notice/019-6596,"Rockridge Resources Limited
      
         - Mineral exploration permit",0,0,0,notice-119.json
019-6597,/notice/019-6597,"Mucci Farms Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-79.json
019-6598,/notice/019-6598,"Ventra Group Co. operating as Flex-N-Gate Howard
      
         - Environmental Compliance Approval (air)",0,0,0,notice-74.json
019-6599,/notice/019-6599,"Bellmere Holdings Inc.
      
         - Permit to take water",0,0,0,notice-100.json
019-6600,/notice/019-6600,"GFL Environmental Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-66.json
019-6601,/notice/019-6601,"Tempo Flexible Packaging Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-38.json
019-6602,/notice/019-6602,"Woodington Management Inc., operating as Woodington Lake Golf Club
      
         - Permit to take water",0,0,0,notice-84.json
019-6603,/notice/019-6603,"JR Capital Holdings Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-22.json
019-6604,/notice/019-6604,"407 ETR Concession Company Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-60.json
019-6605,/notice/019-6605,"Green View Acres Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-77.json
019-6607,/notice/019-6607,"Goldcorp Canada Ltd.
      
         - Permit to take water",0,0,0,notice-96.json
019-6608,/notice/019-6608,"Fermar Paving Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-99.json
019-6609,/notice/019-6609,"James McLaren
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-112.json
019-6610,/notice/019-6610,"Benedict Fortier
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-116.json
019-6611,/notice/019-6611,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",1,2,0,notice-117.json
019-6612,/notice/019-6612,"Christopher Robert Wehrle
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-111.json
019-6613,/notice/019-6613,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",1,2,0,notice-117.json
019-6614,/notice/019-6614,"Christina Amyotte
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-117.json
019-6615,/notice/019-6615,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",1,1,0,notice-117.json
019-6616,/notice/019-6616,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",3,2,0,notice-117.json
019-6617,/notice/019-6617,"Laura Mary Sontrop
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-80.json
019-6618,/notice/019-6618,"Brampton Brick Limited
      
         - Permit to take water",0,0,0,notice-110.json
019-6619,/notice/019-6619,Municipal Reporting on Planning Matters - Minister's Regulation under the Planning Act,16,0,0,notice-111.json
019-6620,/notice/019-6620,"Jacob McKinnon
      
         - Mineral exploration permit",1,0,0,notice-115.json
019-6621,/notice/019-6621,"Ardiden Ltd. C/O Benton Resources
      
         - Mineral exploration permit",0,0,0,notice-83.json
019-6622,/notice/019-6622,"Paul Cadieux, Rajni Gupta, Rice Lake Developments Inc., Rakesh Gupta, Mohit Gupta, Dawson Massey, Donna Avery, Gregory Hayes
      
         - Order to prevent discharge of contaminants",0,1,0,notice-31.json
019-6623,/notice/019-6623,"Francoise Danis
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-113.json
019-6624,/notice/019-6624,"GolfNorth Management Corp., operating as Batteaux Creek Golf Club
      
         - Permit to take water",1,0,0,notice-72.json
019-6625,/notice/019-6625,"Kenaidan Contracting Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-69.json
019-6626,/notice/019-6626,"Bluewater Agromart Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-51.json
019-6627,/notice/019-6627,"Waste Connections of Canada Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-53.json
019-6628,/notice/019-6628,"Darling International Canada Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-50.json
019-6629,/notice/019-6629,"2624492 ONTARIO INC.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-76.json
019-6630,/notice/019-6630,"Whispering Springs Inc. 
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-73.json
019-6631,/notice/019-6631,"STELLANTIS N.V.
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-32.json
019-6632,/notice/019-6632,"STELLANTIS N.V.
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-75.json
019-6633,/notice/019-6633,"C. Cox
      
         - Mineral exploration permit",1,0,0,notice-118.json
019-6634,/notice/019-6634,"NADG (LPM) GP Ltd., as general partner for and on behalf of NA (LPM) Limited Partnership
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-109.json
019-6635,/notice/019-6635,"Toronto Standard Condominium No. 2794
      
         - Permit to take water",0,0,0,notice-115.json
019-6636,/notice/019-6636,"Lovesick Lake Beach Resort Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-99.json
019-6637,/notice/019-6637,"Ippolito Properties Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-110.json
019-6639,/notice/019-6639,"Comfort Self Storage Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-106.json
019-6641,/notice/019-6641,"COSTCO WHOLESALE CANADA LTD
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-117.json
019-6642,/notice/019-6642,"Town of Iroquois Falls
      
         - Approval of a municipality’s official plan",0,0,0,notice-58.json
019-6644,/notice/019-6644,"Nartech Metal Products Ltd.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-64.json
019-6645,/notice/019-6645,"Grand Bend Sanitation Services Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-102.json
019-6646,/notice/019-6646,"Grand Bend Sanitation Services Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-102.json
019-6647,/notice/019-6647,IESO Pathways to Decarbonization Study,164,112,0,notice-96.json
019-6648,/notice/019-6648,"Scott Bruce Mackichan operating as Total Septic 
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-113.json
019-6649,/notice/019-6649,"Scott Bruce Mackichan operating as Total Septic
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-103.json
019-6650,/notice/019-6650,"Summerhill Resorts Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-68.json
019-6651,/notice/019-6651,"Patrick Riives
      
         - Mineral exploration permit",0,0,0,notice-83.json
019-6652,/notice/019-6652,"Group Ten Metals
      
         - Mineral exploration permit",0,0,0,notice-83.json
019-6653,/notice/019-6653,"Ryan Hrkac
      
         - Mineral exploration permit",0,0,0,notice-110.json
019-6654,/notice/019-6654,"Ryan Hrkac
      
         - Mineral exploration permit",0,0,0,notice-110.json
019-6656,/notice/019-6656,"407747 Ontario Limited
      
         - Permit to take water",0,0,0,notice-105.json
019-6657,/notice/019-6657,"Robert Waring
      
         - Mineral exploration permit",0,0,0,notice-114.json
019-6658,/notice/019-6658,"Robert Waring
      
         - Mineral exploration permit",0,1,0,notice-115.json
019-6659,/notice/019-6659,"Steven Anderson
      
         - Mineral exploration permit",0,0,0,notice-113.json
019-6661,/notice/019-6661,"SHELL CANADA LIMITED
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-116.json
019-6662,/notice/019-6662,"Eagles Rest Estates Inc.
      
         - Environmental Compliance Approval (sewage)",3,0,0,notice-91.json
019-6663,/notice/019-6663,"Waste Connections of Canada Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-96.json
019-6664,/notice/019-6664,"490 St. Clair West Property Inc.
      
         - Certificate of property use",0,0,0,notice-112.json
019-6665,/notice/019-6665,"Magris Talc Canada Inc.
      
         - Permit to take water",0,0,0,notice-111.json
019-6666,/notice/019-6666,Developing a management plan for Bigwind Lake Provincial Park - Stage 1: Opportunity to review the background information document,100,38,12,notice-51.json
019-6667,/notice/019-6667,"Wallbridge Mining Company Limited
      
         - Mineral exploration permit",0,0,0,notice-113.json
019-6668,/notice/019-6668,"Champion Bear Resources Limited
      
         - Mineral exploration permit",0,0,0,notice-113.json
019-6669,/notice/019-6669,"Wallbridge Mining Company Limited
      
         - Mineral exploration permit",0,0,0,notice-112.json
019-6670,/notice/019-6670,"Champion Bear Resources Limited
      
         - Mineral exploration permit",0,0,0,notice-112.json
019-6671,/notice/019-6671,"AirBoss of America Corp.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-53.json
019-6672,/notice/019-6672,"Valley Blades Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-68.json
019-6673,/notice/019-6673,"Lamoureux Pumping Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-55.json
019-6674,/notice/019-6674,Proposed updates to the Rules of Practice and Procedure of the Normal Farm Practices Protection Board (NFPPB),4,0,0,notice-104.json
019-6676,/notice/019-6676,"Fermar Paving Limited
      
         - Environmental Compliance Approval (air)",1,0,0,notice-99.json
019-6677,/notice/019-6677,"1106488 Ontario Limited operating as Buckhorn Sand & Gravel
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-108.json
019-6678,/notice/019-6678,"Alcot Plastics Ltd.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-62.json
019-6679,/notice/019-6679,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",1,0,0,notice-116.json
019-6680,/notice/019-6680,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",2,0,0,notice-116.json
019-6681,/notice/019-6681,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",2,0,0,notice-116.json
019-6682,/notice/019-6682,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",2,0,0,notice-116.json
019-6683,/notice/019-6683,"Highbury Canco Corporation
      
         - Environmental Compliance Approval (air)",1,0,0,notice-10.json
019-6685,/notice/019-6685,"Canadian Liquids Processors Limited
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-71.json
019-6687,/notice/019-6687,"Steven Anderson
      
         - Mineral exploration permit",1,0,0,notice-111.json
019-6689,/notice/019-6689,"B Laurin
      
         - Mineral exploration permit",0,0,0,notice-114.json
019-6692,/notice/019-6692,New Hobby Mineral Collecting Guide,60,18,0,notice-89.json
019-6693,/notice/019-6693,Evaluating municipal class environmental assessment requirements for infrastructure projects,34,13,0,notice-58.json
019-6694,/notice/019-6694,"Viola Ready Mix Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-70.json
019-6696,/notice/019-6696,"1622411 Ontario Ltd. operating as Boulton Septic Service
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-67.json
019-6697,/notice/019-6697,"Comptank Corp.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-71.json
019-6698,/notice/019-6698,"Lacero Solutions Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-63.json
019-6699,/notice/019-6699,"Canadian Nickel Company Incorporated
      
         - Mineral exploration permit",0,0,0,notice-112.json
019-6700,/notice/019-6700,"Suncor Energy Products Partnership
      
         - Environmental Compliance Approval (sewage)",1,0,0,notice-103.json
019-6702,/notice/019-6702,"Toyota Motor Manufacturing Canada Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-87.json
019-6703,/notice/019-6703,"PCL Constructors Canada Inc.
      
         - Permit to take water",0,0,0,notice-106.json
019-6704,/notice/019-6704,"2681891 ONTARIO INCORPORATION
      
         - Mineral exploration permit",0,0,0,notice-111.json
019-6706,/notice/019-6706,"Ontario Power Generation Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-57.json
019-6707,/notice/019-6707,"Concert Real Estate Corporation
      
         - Certificate of property use",0,0,0,notice-108.json
019-6708,/notice/019-6708,"Dwayne Andrew Wilson operating as The Stool Bus
      
         - Environmental Compliance Approval (waste)",206,4,3,notice-92.json
019-6710,/notice/019-6710,"Ontario Power Generation Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-83.json
019-6712,/notice/019-6712,"Sunrock Canada Construction Materials ULC
      
         - Permit to take water",0,0,0,notice-104.json
019-6714,/notice/019-6714,"Copper Creek GP Inc., for and on behalf of Copper Creek Limited Partnership
      
         - Permit to take water",0,0,0,notice-92.json
019-6715,/notice/019-6715,"Proposed Building More Mines Act, 2023",52,0,0,notice-100.json
019-6717,/notice/019-6717,Amendments to the Mining Act: Recovery of Minerals and Decision-making Authorities,11,0,0,notice-100.json
019-6718,/notice/019-6718,Amendments to the Mining Act: Closure Planning,13,0,0,notice-100.json
019-6721,/notice/019-6721,"Mapleview Golf & Country Club Inc.
      
         - Permit to take water",0,4,0,notice-69.json
019-6723,/notice/019-6723,"2004402 Ontario Incorporated
      
         - Mineral exploration permit",0,0,0,notice-112.json
019-6724,/notice/019-6724,"Evolution Mining Gold Operations Ltd.
      
         - Environmental Compliance Approval (air)",1,0,0,notice-93.json
019-6725,/notice/019-6725,"Brunswick Exploration Incorporated
      
         - Mineral exploration permit",1,0,0,notice-112.json
019-6726,/notice/019-6726,"FNX MINING COMPANY INCORPORATED
      
         - Mineral exploration permit",0,0,0,notice-112.json
019-6727,/notice/019-6727,"Barbara D’Silva
      
         - Mineral exploration permit",0,0,0,notice-100.json
019-6729,/notice/019-6729,"Rideau Mac Resort Association
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-71.json
019-6730,/notice/019-6730,"Goldcorp Canada Ltd.
      
         - Environmental Compliance Approval (sewage)",1,0,0,notice-97.json
019-6731,/notice/019-6731,"1000200034 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-55.json
019-6733,/notice/019-6733,"St. Marys Cement Inc. (Canada), operating as CBM Aggregates
      
         - Permit to take water",0,0,0,notice-65.json
019-6734,/notice/019-6734,"Clarington Poultry Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-66.json
019-6735,/notice/019-6735,"Safety-Kleen Canada Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-42.json
019-6736,/notice/019-6736,"B Laurin
      
         - Mineral exploration permit",2,0,0,notice-110.json
019-6737,/notice/019-6737,"B&D Love Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-87.json
019-6739,/notice/019-6739,"Toromont Industries Ltd.
      
         - Certificate of property use",0,0,0,notice-95.json
019-6740,/notice/019-6740,"Masterchrome Co Ltd
      
         - Environmental Compliance Approval (air)",0,0,0,notice-78.json
019-6741,/notice/019-6741,"Kurt & Susan Carver
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-108.json
019-6742,/notice/019-6742,"Ronald Becker
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-108.json
019-6744,/notice/019-6744,"LaPenotiere's Golf Inc.
      
         - Permit to take water",0,1,0,notice-79.json
019-6745,/notice/019-6745,"GFL Environmental Services Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-13.json
019-6746,/notice/019-6746,"Lakeshore Developments Inc. 
      
         - Certificate of property use",0,0,0,notice-68.json
019-6747,/notice/019-6747,"Upper Eastside Building Group Inc.	
      
         - Certificate of property use",0,0,0,notice-91.json
019-6748,/notice/019-6748,"Linamar Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-91.json
019-6749,/notice/019-6749,Proposal to make consequential administrative amendments to several regulations under the Mining Act,17,0,0,notice-80.json
019-6750,/notice/019-6750,Proposed regulatory changes to closure plan rehabilitation requirements for advanced exploration and mine production and adding an additional class of facilities to the list of such classes that are excluded from the definition of “mine”.,13,0,0,notice-80.json
019-6752,/notice/019-6752,"Proposed changes to the OGSRA to regulate projects to test or demonstrate new or innovative activities, such as geologic carbon storage, and to safeguard people and the environment",13,6,0,notice-86.json
019-6754,/notice/019-6754,"Smart Barrie GP Inc., as general partner for and on behalf of Smart Barrie Limited Partnership
      
         - Permit to take water",0,1,0,notice-48.json
019-6762,/notice/019-6762,"Imperial Oil
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-112.json
019-6763,/notice/019-6763,"Harvey Robson
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-103.json
019-6764,/notice/019-6764,"Hemlo Explorers Inc.
      
         - Mineral exploration permit",0,0,0,notice-105.json
019-6766,/notice/019-6766,"Ivan Labonte
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-101.json
019-6767,/notice/019-6767,"Proposed changes to the Aggregate Resources Act, Ontario Regulation 244/97 to expand self-filing activities and a new policy regarding amendments to existing aggregate approvals",18,8,0,notice-36.json
019-6768,/notice/019-6768,"Clean Harbors Canada, Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-20.json
019-6769,/notice/019-6769,"James Thoume Construction Ltd.
      
         - Changes to the conditions of a licence to operate a pit or quarry",0,0,0,notice-107.json
019-6770,/notice/019-6770,"CJP EXPLORATION INCORPORATED
      
         - Mineral exploration permit",0,0,0,notice-110.json
019-6772,/notice/019-6772,"Private Landowner
      
         - Permit for activities to achieve an overall benefit to a species and/or to pay a species conservation charge (ESA s.17(2) (c))",0,0,0,notice-73.json
019-6773,/notice/019-6773,"Noble Mineral Exploration Incorporated
      
         - Mineral exploration permit",0,0,0,notice-109.json
019-6778,/notice/019-6778,"Heidelberg Materials Canada Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-32.json
